Sara Molina, Maine, Wrong, 16131, 5463
Anthony Nielsen, Vermont, Right, 18069, 7263
Gianna Davis, Maine, Right, 18517, 9789
Kyle Hewitt, New York, Wrong, 19092, 11836
Sophie Morrow, New York, Right, 20983, 6310
Nicholas Rutledge, Massachusetts, Wrong, 16905, 10912
Stella Frye, New York, Wrong, 16431, 13040
Katherine Cote, New York, Wrong, 19496, 5656
Alex Wade, Massachusetts, Wrong, 20378, 9325
Alex Caldwell, New York, Right, 24156, 12911
Peyton Harding, New Jersey, Right, 23235, 9215
Victoria Luna, New York, Wrong, 24598, 13894
Genesis Tran, Maine, Wrong, 16488, 6686
Eli Rhodes, New Jersey, Wrong, 15972, 11564
Abraham Mccray, Vermont, Wrong, 15031, 11333
Jackson Barr, New York, Right, 22038, 12126
Bryan Banks, New Jersey, Wrong, 15189, 11445
Robert Vincent, Vermont, Wrong, 16234, 14355
Charlotte Chase, New York, Wrong, 22228, 13728
Steven Hughes, Massachusetts, Right, 22124, 7781
Hailey Mcdonald, New Jersey, Right, 18473, 6963
Rachel Snow, Maine, Right, 16575, 12486
Hailey Slater, New York, Wrong, 21573, 13450
Matthew Wade, New Jersey, Right, 15452, 13894
Lillian Callahan, Massachusetts, Wrong, 16284, 12028
Gabriel Kent, New York, Wrong, 20977, 13485
Chaya Daniels, Vermont, Right, 15533, 14600
Luis Walter, New Hampshire, Wrong, 23372, 12767
Khloe Stewart, Massachusetts, Right, 22415, 9922
Adriana Coleman, Massachusetts, Right, 18223, 8643
Jack Barton, Massachusetts, Wrong, 18635, 5093
Lauren Ortiz, Maine, Right, 21178, 12907
Rebecca Lopez, New York, Wrong, 24993, 5476
Charles Wagner, Vermont, Wrong, 15447, 9066
Abraham Ratliff, New Jersey, Wrong, 21505, 11154
Eli Wong, New York, Wrong, 17080, 7937
Hunter Ingram, Maine, Right, 20483, 12322
Angel Doyle, Massachusetts, Wrong, 19011, 9347
Bryan Martinez, New Hampshire, Wrong, 23064, 6477
Valentina Gay, Rhode Island, Wrong, 16867, 11042
Xavier Mays, New York, Right, 18705, 13197
Chloe Ryan, Maine, Right, 20379, 8349
Julia Garcia, New York, Right, 24425, 13084
Kaitlyn Sheppard, New Jersey, Right, 16449, 8909
Layla Nguyen, New York, Wrong, 16077, 7151
Patrick Woodward, Vermont, Right, 20142, 5518
Aidan Middleton, Connecticut, Right, 23135, 12525
Nathan Sexton, New Jersey, Wrong, 15616, 11100
Natalie Dotson, New York, Right, 16978, 5679
Anthony Drake, Maine, Right, 17967, 10530
Ryan Cervantes, New York, Right, 16971, 6700
Naomi Dennis, Vermont, Right, 23469, 13102
Joseph Hammond, New York, Right, 21189, 13399
Nicholas Hood, Vermont, Wrong, 19656, 6973
Emma Barton, New York, Wrong, 24156, 5811
Isaac Ferrell, New York, Wrong, 22990, 13561
Amy Mayer, New York, Right, 15202, 14460
Alexa Patterson, Massachusetts, Right, 22602, 6621
Kaitlyn Rowland, New York, Wrong, 17471, 8837
Julianna Hanson, New Hampshire, Wrong, 17691, 9915
Jade Knapp, New York, Right, 19036, 10086
Eric Emerson, Massachusetts, Right, 24782, 9357
Riley West, Connecticut, Wrong, 17435, 9920
Avery Holmes, New Hampshire, Wrong, 17557, 7070
James Rodgers, New York, Right, 15752, 8642
Anthony Levy, Maine, Right, 18865, 9967
Sarah Hammond, New York, Wrong, 20045, 14446
Jordan Buchanan, New York, Right, 24552, 11830
Sara Petty, New York, Wrong, 15394, 8723
Owen Day, Maine, Right, 16835, 5611
Carter Wagner, New York, Right, 22900, 5738
Julia Horne, New York, Right, 15739, 9511
Jack Long, Maryland, Wrong, 17392, 9719
Naomi Bradley, New York, Right, 16776, 5225
Lauren Marquez, New York, Right, 22599, 11512
Anna Durham, New Hampshire, Wrong, 17862, 13181
Sarah Velazquez, Vermont, Wrong, 19771, 5656
Joel Cochran, New York, Right, 19876, 11762
Layla Mosley, New Jersey, Right, 23525, 9211
Jason Steele, Maryland, Wrong, 22747, 11765
Antonio Fox, New Jersey, Right, 18746, 10780
Lily Warner, Massachusetts, Wrong, 24137, 14148
Jake Houston, New Jersey, Wrong, 15009, 8929
Gabrielle Carlson, New York, Right, 15496, 14494
Mia Ballard, New York, Right, 15840, 7510
Brooke Velez, Massachusetts, Wrong, 18982, 10949
Evan Melendez, Massachusetts, Wrong, 23057, 14488
Vincent Vasquez, New Jersey, Right, 24688, 10602
Joshua Stevenson, New Jersey, Wrong, 24642, 13884
Jaden Hoffman, Massachusetts, Right, 24791, 5727
Austin Campbell, Vermont, Wrong, 20445, 11345
Zoey Hester, Vermont, Right, 18034, 7357
Avery Adams, New York, Wrong, 24143, 13792
Ryan Wilson, Maine, Wrong, 22545, 10496
Gabriel Bird, Rhode Island, Wrong, 15033, 9932
Leah Fowler, New York, Wrong, 15252, 6555
Jackson Mejia, New York, Right, 16528, 8261
Logan Wolfe, New York, Right, 16659, 14487
Natalie Valenzuela, New York, Right, 17107, 13982
Logan Ratliff, New Jersey, Right, 16351, 14649
Brian Munoz, Maine, Right, 20408, 7397
Sofia Nicholson, Connecticut, Right, 20441, 6389
Matthew Campos, New Hampshire, Right, 16843, 7439
Julia Morales, New York, Right, 21498, 12511
Grace Warren, New York, Right, 15779, 11850
Lucy Koch, New York, Right, 15454, 10186
Daniel Bailey, New York, Right, 21132, 14227
Khloe Barrera, New York, Wrong, 15722, 5490
Zoe Bishop, New Jersey, Right, 22611, 13630
Michelle Reese, New York, Right, 17913, 12413
Anna Montgomery, Maine, Wrong, 18438, 5292
Kimberly Whitehead, New Jersey, Wrong, 20028, 11404
Adam Velez, Massachusetts, Right, 24489, 11457
Brandon Burks, New Hampshire, Wrong, 17335, 14557
Jeremiah Thomas, New York, Right, 17118, 6036
Madison Mathews, Vermont, Right, 22181, 11991
Gavin Lang, New Jersey, Wrong, 15564, 7938
Eric Glover, New York, Right, 22445, 5065
Naomi Tyson, New Jersey, Right, 17243, 9146
Ella Oconnor, New York, Wrong, 18237, 9167
Hunter Mcgowan, New Jersey, Wrong, 21897, 13797
Jonathan Slater, Vermont, Wrong, 17079, 14538
Christopher Landry, New York, Wrong, 16934, 12979
Evan Perkins, Connecticut, Wrong, 21499, 9977
Justin Harrington, New York, Right, 22251, 10246
Layla Horn, New York, Right, 21785, 10540
Kylie Norton, Maine, Wrong, 23121, 5688
Ethan Cardenas, Vermont, Right, 20376, 12547
Cameron Beasley, New York, Right, 18107, 12047
Nevaeh Carroll, New York, Right, 22630, 9388
Colin Paul, New York, Right, 18043, 6260
Taylor Roman, New York, Right, 23468, 11876
Sophie Cantu, New Jersey, Right, 16720, 13471
Mackenzie Short, New York, Right, 16623, 6301
Claire Mcknight, Massachusetts, Wrong, 15306, 11392
Kaitlyn Baird, New Jersey, Wrong, 21773, 10330
Eli Vang, New York, Wrong, 24840, 14629
Sofia Gillespie, New York, Wrong, 15272, 6093
Robert Dunn, New York, Wrong, 15932, 12320
Emma Hardy, New Jersey, Wrong, 20961, 8251
Hannah Newman, New York, Right, 16071, 7713
Katherine Buckner, New York, Wrong, 20596, 13337
Miriam Solis, New Jersey, Right, 16341, 6410
Jayden Bray, Massachusetts, Right, 16291, 5224
Gabriel Farrell, New Jersey, Right, 22621, 11264
Aaliyah Singleton, New York, Right, 19541, 9924
Brian Hendrix, New Hampshire, Right, 16880, 5587
Peyton Stokes, New York, Right, 22312, 10266
Elizabeth Huff, New York, Wrong, 20831, 9486
James Foley, Connecticut, Wrong, 24441, 11792
Eva Banks, Vermont, Right, 16568, 13245
Jeremiah Contreras, New York, Wrong, 22491, 12049
Cameron Jones, Vermont, Wrong, 20901, 8957
Alexandra Black, Vermont, Right, 19236, 12001
Jennifer Ewing, New Jersey, Wrong, 18106, 10164
Daniel Trevino, New York, Wrong, 15419, 10785
Julianna Fox, New Jersey, Right, 16764, 5754
Sara Holman, New York, Right, 21608, 5766
Jake Atkins, New York, Right, 21346, 10504
Sydney Mercado, Connecticut, Wrong, 23205, 9768
Jake Kaufman, New York, Right, 23313, 5284
Madeline Huber, New York, Wrong, 15920, 7728
Justin Knox, Vermont, Wrong, 23500, 8110
David Flowers, New York, Wrong, 18516, 9321
Luke Norris, Vermont, Wrong, 18212, 14401
Nevaeh Trevino, New Jersey, Wrong, 24072, 14471
Julia Chan, New Jersey, Right, 20243, 8208
Daniel Cleveland, Vermont, Right, 23291, 8554
Moshe Wood, New York, Right, 17115, 7220
Jayden Vasquez, New York, Right, 15407, 8599
Adam Clarke, Maine, Wrong, 15651, 9796
Camila Floyd, New York, Right, 23821, 8625
James Morin, New York, Right, 21451, 9362
Aidan Kim, Massachusetts, Wrong, 21302, 13484
Jake Allison, New York, Right, 18544, 6797
Genesis Moore, Vermont, Wrong, 19747, 12309
Connor Robertson, New York, Right, 17631, 11915
Jade Patton, New Hampshire, Right, 20696, 5053
Justin Hurley, New Jersey, Right, 24403, 7840
Nicholas Wooten, New Hampshire, Wrong, 20766, 10441
Elizabeth Walsh, New Jersey, Wrong, 21901, 8334
Esther Myers, New York, Wrong, 22392, 8468
Robert Bass, New Jersey, Wrong, 20355, 7981
Jake Santos, New York, Wrong, 16940, 5288
Melanie Mclean, New York, Wrong, 23947, 6366
Gianna Beard, New York, Wrong, 21150, 5035
Max Graves, New York, Right, 19455, 13924
Hunter Lowe, New York, Right, 19216, 8395
Caleb Moreno, Maine, Right, 16044, 10653
Abraham Nelson, New York, Right, 23513, 9300
Julia Hunter, New York, Right, 15808, 8301
Katherine David, New York, Right, 19246, 8908
Jessica Herman, New York, Right, 21001, 10116
Ella Montgomery, Maine, Right, 23940, 8796
Nevaeh Dale, New York, Wrong, 21857, 6000
Christian Ramirez, Connecticut, Wrong, 20200, 9258
Colin Kirby, Maine, Wrong, 15059, 9828
Julia Wilcox, New York, Wrong, 15705, 7835
Kaylee Burgess, New York, Wrong, 16704, 13101
Amy Dalton, Vermont, Right, 20642, 14445
Jose Joyce, Massachusetts, Right, 23161, 13720
Jeremy Molina, Massachusetts, Right, 18053, 5515
Gavin Brooks, New York, Right, 17881, 5892
Antonio Saunders, New York, Right, 19370, 14434
Sydney Wilson, New Hampshire, Right, 20648, 12792
Morgan Dunlap, New York, Wrong, 16231, 12275
Adrianna Murray, New Hampshire, Wrong, 17779, 5409
Dylan Gillespie, New Jersey, Right, 21722, 13474
Samuel Stokes, New York, Right, 20907, 9160
Peyton Dickson, New York, Right, 18792, 10494
Angelina Barnett, New Jersey, Wrong, 18060, 7608
Lucas Trujillo, New York, Right, 15937, 7122
Sean Sharpe, New Jersey, Right, 22792, 14154
Jasmine Turner, New York, Right, 18319, 11906
Lily Hammond, New Jersey, Right, 15949, 7855
Matthew Alford, New York, Right, 20557, 12538
Christopher Woods, New York, Wrong, 15016, 9631
Eva Frank, Maine, Right, 17697, 11556
Nicole Fields, Massachusetts, Right, 18341, 13887
Jacob French, Vermont, Right, 18484, 5719
Jackson Carrillo, Connecticut, Wrong, 24841, 8240
Aiden Mcclain, Vermont, Wrong, 18338, 14754
Angelina Morales, New York, Right, 24280, 7967
Henry Baldwin, New York, Right, 20833, 12304
Gianna Beard, New York, Wrong, 24617, 11010
Valentina Norris, New Jersey, Right, 19921, 11329
Isaac Watkins, New Jersey, Wrong, 19022, 6620
Benjamin Hoffman, Maine, Right, 17215, 13739
Bryan Gutierrez, New York, Wrong, 18008, 13633
Matthew Nash, Maine, Wrong, 23817, 12592
Camila Benjamin, New York, Wrong, 17866, 9069
Allison Chen, Connecticut, Wrong, 20712, 12285
Patrick Estrada, Massachusetts, Wrong, 15578, 10805
Julia Solis, New York, Wrong, 20744, 11677
Camila Ellis, New Hampshire, Wrong, 20116, 6982
Ella Vinson, Massachusetts, Right, 24331, 10560
Christian Reid, New York, Wrong, 16161, 12274
Cole Jensen, New York, Right, 21093, 13949
Ava Ruiz, Massachusetts, Right, 21507, 11751
Daniel Barnes, New York, Wrong, 20872, 13927
Hailey Shields, Maine, Right, 20710, 8047
Khloe Morin, New York, Right, 20772, 6646
Michael Ortega, New Jersey, Right, 24330, 13180
Jeremy Perry, New York, Wrong, 24818, 12815
Isaac Horn, New Hampshire, Right, 22709, 10957
Julia Larsen, New York, Wrong, 16050, 7522
Julian Garza, Maine, Right, 19953, 10817
Ella Downs, Vermont, Wrong, 17203, 12100
Christian Wiggins, New Jersey, Right, 18403, 12723
Abigail Mullen, New York, Right, 22580, 8351
Bella Reilly, New York, Right, 17108, 11815
Jessica Landry, New Jersey, Wrong, 18471, 10624
Sarah Riley, New Jersey, Right, 22206, 12465
Oliver Sharp, Massachusetts, Right, 19561, 6580
Emily Stout, New York, Right, 18217, 13897
Sara Rasmussen, New Jersey, Wrong, 15289, 5055
Mason Mccall, New York, Wrong, 18087, 10090
Joshua Callahan, New York, Right, 23743, 14106
Alexa Bennett, New Hampshire, Right, 20871, 12280
Kayla Schwartz, New York, Wrong, 23865, 8417
David Matthews, Connecticut, Right, 16620, 14432
Peyton Zamora, New York, Right, 18516, 11543
Patrick Richardson, Maine, Right, 16546, 14905
Caleb Navarro, Massachusetts, Wrong, 15195, 10401
Zachary Rogers, New York, Wrong, 22804, 6862
Brandon Henson, New Hampshire, Right, 22330, 10897
Alyssa Weaver, Vermont, Right, 15379, 13964
Dylan Madden, Massachusetts, Right, 17868, 7206
Thomas Greer, New Jersey, Wrong, 18623, 14864
Julia Harmon, New York, Wrong, 15109, 6483
Ayden Thornton, Rhode Island, Wrong, 16455, 8720
Mason Stein, New York, Right, 16338, 13558
Giovanni Caldwell, New Hampshire, Wrong, 21145, 6510
Rachel Owen, Vermont, Right, 24253, 11485
Naomi Watkins, New York, Right, 16051, 6665
Josiah Jackson, New Hampshire, Right, 24875, 12407
Jeremiah Pierce, New York, Wrong, 16634, 9109
Sara Gill, Maine, Right, 16640, 10489
Genesis Hayden, New York, Right, 21406, 10162
Sara Cox, Vermont, Right, 17579, 14984
Christian Finley, Vermont, Wrong, 21969, 14959
Eva Gregory, New York, Wrong, 24347, 10568
Gianna Hester, New York, Wrong, 20480, 5266
Adriana Delacruz, New Hampshire, Right, 16835, 7085
Madeline Mckay, New Hampshire, Wrong, 19450, 8424
Addison Avila, Maine, Wrong, 16902, 7389
Carter Baxter, New Jersey, Wrong, 22703, 13026
Adam Whitfield, New York, Wrong, 16862, 5530
Evan Norris, New Jersey, Wrong, 15498, 12430
Austin Talley, New Jersey, Wrong, 16065, 14357
Sebastian Cooke, Massachusetts, Right, 15063, 5601
Cole Trujillo, Maine, Right, 19040, 7545
Daniel Grimes, Massachusetts, Right, 23622, 9116
Hailey Noble, New York, Right, 18203, 8634
Dominic Horne, New Jersey, Wrong, 15750, 8719
Aiden Osborne, New Hampshire, Right, 15292, 7621
Jennifer Macias, Vermont, Wrong, 20778, 6465
Maria Schmidt, Maine, Wrong, 17343, 11030
Brooke Mcknight, New York, Right, 17355, 13391
Maya Prince, Maine, Wrong, 20346, 5382
Antonio Stevens, Massachusetts, Right, 24745, 14986
Daniel Price, New York, Right, 24772, 8521
Luis Bradley, New York, Wrong, 18897, 13078
Amy Richard, Vermont, Wrong, 18820, 14136
Elizabeth Nunez, Rhode Island, Wrong, 22487, 9478
Alexis Henson, Massachusetts, Right, 21352, 10213
Kayla Oneil, New York, Right, 20052, 12050
Kaitlyn Barron, New Hampshire, Wrong, 21116, 13857
Henry Landry, New York, Wrong, 16381, 5957
Naomi Buchanan, New York, Right, 19257, 12368
Miriam Mckee, Vermont, Wrong, 20827, 11063
Mackenzie Burris, New Jersey, Wrong, 19025, 5616
Charlotte Acevedo, New York, Right, 20989, 10536
Sara Hammond, New York, Right, 22095, 8030
Nicholas Daniel, New York, Right, 15239, 8130
Mason Sullivan, Maine, Wrong, 15160, 12031
Noah Yates, Maine, Wrong, 21591, 6510
Sydney Blevins, New Jersey, Right, 18339, 11864
Molly Doyle, Massachusetts, Right, 20224, 10394
Abraham Lang, New York, Wrong, 15041, 6269
Julian Spencer, New Jersey, Right, 17151, 7518
Dylan Skinner, New York, Wrong, 17155, 5080
Kayla Mcdonald, New Jersey, Right, 24616, 10196
Adrianna Wright, New York, Wrong, 21077, 13651
Ayden Hinton, New Jersey, Wrong, 16316, 6177
Julianna Richards, Connecticut, Wrong, 24406, 8284
Robert Banks, New Hampshire, Right, 22762, 5853
Alexandra Bell, New York, Right, 15714, 13437
Brianna Randall, New York, Wrong, 23799, 14309
Logan Romero, New Jersey, Right, 24510, 12694
Adrian Larson, Maine, Wrong, 20832, 14681
Eli Webb, Maine, Wrong, 22039, 7624
Jordan Charles, Maine, Wrong, 17822, 11123
Alexa William, Maine, Wrong, 19710, 10106
Tyler Garrison, New York, Wrong, 19805, 12337
Eric Reese, New York, Wrong, 22365, 5476
Tyler Sparks, New York, Wrong, 18254, 14972
Leah Lyons, New York, Wrong, 24015, 7255
Justin Hebert, New York, Right, 19005, 8936
Liam Gibson, New Hampshire, Wrong, 21754, 8574
Jonathan Stokes, New Jersey, Wrong, 23968, 9068
Adam Hartman, New York, Wrong, 22269, 8256
Leah Hutchinson, New York, Right, 23155, 13170
Bryan Gutierrez, New York, Right, 15985, 7680
Genesis Hanson, Maine, Right, 19563, 13191
Anthony Day, New Jersey, Wrong, 15629, 9440
Aaliyah Briggs, Vermont, Wrong, 24192, 9086
Madelyn Wade, New Jersey, Wrong, 23176, 9571
Ryan Chambers, New York, Wrong, 22398, 9799
Lily Velez, New York, Wrong, 20470, 13936
Jonathan Alford, New York, Wrong, 20217, 9168
Joshua Boone, New York, Right, 21663, 7206
Hailey Griffin, Vermont, Right, 15127, 13362
John Johnson, New Jersey, Right, 24798, 11852
Madelyn Kerr, New Jersey, Right, 22734, 14933
Tristan Sharp, Vermont, Wrong, 18408, 10580
Max Gill, Maine, Wrong, 15193, 14583
Zoey Kennedy, Massachusetts, Right, 20972, 7162
Morgan Bonner, New York, Right, 20401, 7918
Juliana George, New York, Right, 24765, 9712
Gianna Blackburn, New York, Wrong, 21076, 11166
Adam Copeland, Vermont, Wrong, 16671, 11168
James Fulton, New York, Wrong, 22227, 12678
Sophia Rowland, Connecticut, Right, 17453, 13582
Chana Torres, New York, Right, 20362, 6319
Joseph Mack, Rhode Island, Right, 18451, 5112
Bryan Gregory, New Jersey, Right, 17722, 10939
Jacob Walters, New Hampshire, Right, 23939, 11760
Rebecca Dodson, Vermont, Wrong, 15475, 6498
Carter Santos, New Jersey, Wrong, 24478, 13219
Kayla Whitfield, Vermont, Right, 24123, 12873
Arianna Bentley, New York, Wrong, 15744, 11891
Jasmine Finch, Vermont, Wrong, 22856, 14111
Anthony Dorsey, New Jersey, Right, 16034, 13798
Abigail Weaver, Rhode Island, Right, 23330, 5613
Eli Chandler, New York, Right, 16481, 5197
Jeremiah Whitehead, Maine, Right, 15843, 13802
Khloe Sparks, New York, Wrong, 24500, 9332
Madelyn English, New York, Right, 17629, 11883
Samantha Dalton, New York, Wrong, 18311, 9584
Ethan Kirk, New York, Right, 23558, 11662
Nathaniel Boyer, Vermont, Right, 22046, 6432
Aaliyah Moody, New York, Wrong, 22446, 11854
Gabrielle Strickland, New Jersey, Right, 16646, 8347
Melanie Chapman, New York, Wrong, 16973, 8791
Victoria Logan, New York, Wrong, 19884, 11700
Claire Olson, New York, Wrong, 20191, 10386
Luke Delaney, New Hampshire, Wrong, 21777, 7579
Chaya Schultz, New York, Right, 20175, 6574
Steven Hull, Maine, Wrong, 22376, 14919
Emma Francis, New York, Right, 19620, 12307
Juliana Tillman, New York, Right, 16868, 9825
Adam Mendez, New York, Wrong, 15539, 5192
Henry Rojas, New Jersey, Wrong, 17971, 7645
Joshua Vega, New York, Right, 21575, 5319
Victoria Huff, Massachusetts, Wrong, 20570, 10616
Samantha Coleman, New York, Wrong, 17809, 7692
David Compton, New York, Right, 20163, 12547
Jackson Newman, Maine, Right, 19410, 8589
Kyle Lancaster, Connecticut, Right, 15429, 9615
Adriana Reed, Vermont, Wrong, 17674, 7159
Julian Prince, Vermont, Right, 15551, 5935
Hannah Nieves, Maine, Wrong, 15727, 9352
Jacob Travis, New Jersey, Right, 19963, 8320
Ava Barker, Vermont, Right, 15421, 13635
Connor Oneil, New Jersey, Wrong, 24473, 12929
Chaya Wilder, New York, Right, 15426, 13450
Madelyn Dudley, Rhode Island, Wrong, 22431, 12574
Charlotte Thompson, New York, Right, 20737, 11935
Molly Merritt, New Jersey, Right, 16353, 11388
Camila Blair, Massachusetts, Right, 19757, 8004
Justin Horne, Vermont, Right, 16682, 5138
Isaiah Tillman, Massachusetts, Right, 18456, 13901
Mia Odonnell, New Jersey, Wrong, 19257, 5158
Khloe Buck, New York, Wrong, 20713, 13790
Grace Mcintyre, New York, Wrong, 22818, 8229
Giovanni Humphrey, New Hampshire, Wrong, 20440, 11591
Aidan Sanders, New Jersey, Wrong, 23414, 13497
Brian Vang, Vermont, Right, 21727, 10363
Emily Donaldson, Maine, Right, 23814, 5652
Caleb May, New York, Right, 18382, 12805
Isaac Murphy, Maine, Right, 21826, 10370
Jose Nguyen, New York, Right, 20787, 8977
Alexander Stevens, New York, Right, 20479, 8669
Esther Hubbard, New Jersey, Right, 19746, 11504
Antonio Kelly, New Jersey, Wrong, 15670, 11570
Victoria Barber, New York, Right, 15284, 5403
Luis Wyatt, Connecticut, Wrong, 15800, 7619
Victoria Clarke, Massachusetts, Right, 18803, 10921
Ian Mendoza, New York, Right, 20932, 13117
David Buckner, Massachusetts, Right, 24028, 11766
Kylie Best, New York, Right, 20310, 11750
Hailey Schroeder, New York, Wrong, 21367, 14023
Naomi Poole, Maine, Wrong, 16054, 10771
Ian Patel, New York, Right, 21887, 6908
Hunter Crane, New Hampshire, Right, 16635, 5192
John Contreras, Rhode Island, Right, 20821, 6892
Khloe Mcmahon, New York, Wrong, 16919, 13132
